Material,Descripción de Mater,Descripción Larga,Ubicación,Stock Total,UMB,Stock Almacén,Centro,Almacén,Valor Total,Valoración,Precio Variable,Stock Especial,Categoria,Stock de seguridad,Valor Stock
1000160050,"CABLE CS, 1"", 6 x 19, CS, DER.","CABLE ACERO, 6 X 19, 1"", ALMA ACERO, TORCIDO DERECHA",Falta ubicación,0,EA,0,EE60,1000,0,AVG-COST,"90,428.22",,ACEROS,0,0
1000160051,"SONDA, SIEMENS, 070501, KE-25F3","SONDA DE SENSOR, SIEMENS PARTE 070501, MODELO KE-25F3",1 11 08 D3,3,EA,3,EE60,1000,"36,816.45",AVG-COST,"12,272.15",,REPUESTOS ELECTRICOS Y ELECTRO,3,"36,816.45"
1000160075,"SELLO MEC., PT-0135 A, VAZEL, 1-3/4"", SS","SELLO MECANICO, VAZEL PARTE PT-0135 A, 1-3/4"", SS AISI 304",1 05 05 C4,1,EA,1,EE60,1000,386.18,AVG-COST,386.18,,REPUESTOS MECANICOS,0,386.18
1000160076,"CIL ACCI,NEUMATICO,125MM,LC1B20125-30125","CILINDRO ACCIONAMIENTO,NEUMATICO,125MM,LC1-B20-125-30-125,FLSMIDTH",1 06 12 G1,1,EA,1,EE60,1000,"10,435.48",AVG-COST,"10,435.48",,REPUESTOS MECANICOS,0,"10,435.48"
1000160178,"ALETA, VENTOMATIC 551827D","ALETA DIRECCIONADORA, VENTOMATIC 551827D",1 13 02 G4,2,EA,2,EE60,1000,"2,704.70",AVG-COST,"1,352.35",,REPUESTOS MECANICOS,0,"2,704.70"
1000160318,"AISLANTE, DACYMSA 4440-FH, TELA DE FIBRA","AISLANTE, DACYMSA 4440-FH, TELA AISLANTE DE FIBRA DE VIDRIO, 1 M WD X 50 M LG X 1/8"" THK",1 26 01 E5,2,EA,2,EE60,1000,"154,379.80",AVG-COST,"77,189.90",,REPUESTOS MECANICOS,1,"154,379.80"
1000160461," BANDA V,5VX,2080MM","BANDA TRANSMISION,5VX,2080MM",1 18 05 C1,11,EA,5,EE60,1005,"3,960.72",RECOVERED,0.01,,REPUESTOS MECANICOS,0,0
1000160477," BANDA V,5VX,2080MM","BANDA TRANSMISION,5VX,2080MM",2 46 01A17,11,EA,6,EE60,1007,"3,960.72",AVG-COST,660.12,K,REPUESTOS MECANICOS,0,"3,960.72"
1000160503,"CABLE ELE ASLD,1X500KC,COBRE,600V,NEGRO","CABLE ELECTRICO AISLADO,1X500KCM,COBRE,600V,NEGRO,THHW-LS,PVC,PVC",1 29 01 B1,0,EA,0,EE60,1005,0,RECOVERED,0,,REPUESTOS ELECTRICOS Y ELECTRO,0,0
1000160553,"FUSIBLE, JCR-B-24R, FERRAZ, 450 A, 7200","FUSIBLE SOBRECARGA, 450 A, FERRAZ SHAWMUT JCR-B-24R, 7200 VAC, CLASE R-RATED",1 13 13 H1,3,EA,3,EE60,1005,0,RECOVERED,0,,REPUESTOS ELECTRICOS Y ELECTRO,0,0
1000160624,"SEGMENTO, BEUMER 300814, 1250 MM","SEGMENTO DENTADO, BEUMER 300814, DIAMETRO 1250 MM",1 35 01 A1,1,EA,1,EE60,1006,"62,341.60",REFURBISH,"62,341.60",,REPUESTOS MECANICOS,0,"62,341.60"
1000160878,"VENTILADOR AXIAL, MX2A1, MUFFIN, CW","VENTILADOR AXIAL, MUFFIN MODELO MX2A1, ROTACION DERECHA",1 12 05 B3,4,EA,4,EE60,1000,"4,989.00",AVG-COST,"1,247.25",,MAQUINARIA Y EQUIPO,0,"4,989.00"
1000160902,"RODAMIENTO, NUP 2215, FAG","RODAMIENTO, DE RODILLOS, FAG NUP 2215, FAG NUP 2215",1 09 06 C3,1,EA,1,EE60,1000,"1,952.61",AVG-COST,"1,952.61",,REPUESTOS MECANICOS,0,"1,952.61"
1000161123,"ENLACE INTERRUPTOR, SIEMENS, 3RA1924-2B,","ENLACE INTERRUPTOR, SIEMENS PARTE 3RA1924-2B, MARCA SIRUS",1 11 09 C4,2,EA,2,EE60,1000,"1,116.00",AVG-COST,558,,REPUESTOS ELECTRICOS Y ELECTRO,0,"1,116.00"
1000161390,"RODILLO GUIA, 896260D, VENTOMATIC, 88589","RODILLO GUIA BANDA, 1-1/8"", 1"", MATERIAL ACERO, CON EJE, VENTOMATIC 896260D, DIBUJO 885899D/R",1 13 02 C4,3,EA,3,EE60,1000,"28,155.41",AVG-COST,"9,385.14",,REPUESTOS MECANICOS,0,"28,155.41"
1000161391," BANDA V,Z,805MM","BANDA TRANSMISION,Z,805MM",1 06 08 F2,6,EA,6,EE60,1007,"2,480.40",AVG-COST,413.4,K,REPUESTOS MECANICOS,0,"2,480.40"
1000161435,"BUJE, 731142D, VENTOMATIC, 886048D/R","BUJE MONTAJE, VENTOMATIC 731142D, PR10466E00, DIBUJO 886048D/R, VENTOMATIC 731142D",1 13 06 B1,9,EA,9,EE60,1000,"1,894.36",AVG-COST,210.48,,REPUESTOS MECANICOS,0,"1,894.36"
1000161460,"BUJE, 700199Z, VENTOMATIC, 886048D/R","BUJE MONTAJE, VENTOMATIC DIBUJO 886048D/R, TIPO BIKON 4000, DIAMETRO 25-50 MM, VENTOMATIC 700199Z (ENSAMBLADOR)",1 13 02 C3,0,EA,0,EE60,1000,0,AVG-COST,863.03,,REPUESTOS MECANICOS,0,0
1000161462,"LADRILLO,ANKRAL R1,B322,BASIC,9.127 KG,R","LADRILLO REFRACTARIO,ANKRAL R1,B322,BASIC,9.127 KG,RHI",5 58 03 C1,640,EA,640,EE60,1000,"187,359.04",AVG-COST,292.75,,REFRACTARIO: ACCESORIOS,0,"187,359.04"
1000161472,"REDUCTOR MANGUERA, FESTO 153047, QSL 1/4","REDUCTOR MANGUERA, FESTO 153047, QSL 1/4-6, SS",1 06 03 C1,10,EA,10,EE60,1005,0,RECOVERED,0,,REPUESTOS MECANICOS,0,0
1000161742,"REDUCTOR MANGUERA, FESTO 153047, QSL 1/4","REDUCTOR MANGUERA, FESTO 153047, QSL 1/4-6, SS",1 06 03 C1,10,EA,0,EE60,1007,0,AVG-COST,99.31,,REPUESTOS MECANICOS,0,0
1000161904,"REDUCTOR MANGUERA, FESTO 153047, QSL 1/4","REDUCTOR MANGUERA, FESTO 153047, QSL 1/4-6, SS",1 06 03 C1,10,EA,0,EE60,1007,0,AVG-COST,92.86,K,REPUESTOS MECANICOS,0,0
1000162322,"REDUCTOR MANGUERA, FESTO 153047, QSL 1/4","REDUCTOR MANGUERA, FESTO 153047, QSL 1/4-6, SS",Falta ubicación,10,EA,0,EE60,1011,0,AVG-COST,99.31,,REPUESTOS MECANICOS,0,0
1000163012,"ARTICULO OFICINA, TUK, NO ESPECIFICADO,","ARTICULO OFICINA, TUK PARTE NO ESPECIFICADO, CINTA EMPAQUE CANELA, 48 MM X 50 M, COLOR CANELA",1 07 04 A1,25,EA,24,EE60,1000,516.8,AVG-COST,20.8,,"OFICINA, SUMINISTROS Y EQUIPO",8,499.2
1000163268,"ARTICULO OFICINA, TUK, NO ESPECIFICADO,","ARTICULO OFICINA, TUK PARTE NO ESPECIFICADO, CINTA EMPAQUE CANELA, 48 MM X 50 M, COLOR CANELA",1 07 04 A1,25,EA,1,EE60,1007,516.8,AVG-COST,17.6,K,"OFICINA, SUMINISTROS Y EQUIPO",8,17.6
1000163624,"SENSOR PROX., XS6-08B1PAL2, SCHNEIDER","SENSOR PROXIMIDAD, SCHNEIDER ELECTRIC, XS6-08B1PAL2",1 11 03 C1,0,EA,0,EE60,1000,0,AVG-COST,"1,842.00",,REPUESTOS ELECTRICOS Y ELECTRO,0,0
1000163625," BANDA V,HTD,800MM","BANDA TRANSMISION,HTD,800MM",1 13 01 F1,5,EA,3,EE60,1000,"15,641.57",AVG-COST,"5,213.86",,REPUESTOS MECANICOS,0,"15,641.57"
1000163652," BANDA V,HTD,800MM","BANDA TRANSMISION,HTD,800MM",1 13 01 F1,5,EA,2,EE60,1005,"15,641.57",RECOVERED,0,,REPUESTOS MECANICOS,0,0
1000163685,"ABRAZADERA, HS-4, IDEAL, 1/4"" X 5/8"", SI","ABRAZADERA, DIAMETRO 1/4"" X 5/8"", TIPO SIN FIN, IDEAL HS-4, MARCA IDEAL, IDEAL, MATERIAL ACERO",1 07 07 A2,34,EA,24,EE60,1007,113.04,AVG-COST,2.96,K,REPUESTOS MECANICOS,13,71.04
1000163720,"ABRAZADERA, HS-4, IDEAL, 1/4"" X 5/8"", SI","ABRAZADERA, DIAMETRO 1/4"" X 5/8"", TIPO SIN FIN, IDEAL HS-4, MARCA IDEAL, IDEAL, MATERIAL ACERO",1 07 07 A2,34,EA,10,EE60,1000,113.04,AVG-COST,4.2,,REPUESTOS MECANICOS,13,42
1000163721,"LADRILLO,RESISTAL M70C,822,ALUMINA,11.64","LADRILLO REFRACTARIO,RESISTAL M70C,822,ALUMINA,11.649 KG,RHI",5 58 01 A2,360,EA,240,EE60,1000,"89,971.46",AVG-COST,374.88,,REFRACTARIO: ACCESORIOS,0,"89,971.46"
1000163800,"LADRILLO,RESISTAL M70C,822,ALUMINA,11.64","LADRILLO REFRACTARIO,RESISTAL M70C,822,ALUMINA,11.649 KG,RHI",5 58 03 A1,360,EA,120,EE60,1005,"89,971.46",RECOVERED,0,,REFRACTARIO: ACCESORIOS,0,0
1000164038,"LADRILLO,RESISTAL M70C,322,ALUMINA,11.10","LADRILLO REFRACTARIO,RESISTAL M70C,322,ALUMINA,11.107 KG,RHI",5 58 01 A1,240,EA,240,EE60,1005,0,RECOVERED,0,,REFRACTARIO: ACCESORIOS,0,0
1000164039,"FILTRO FLUIDOS, 162539/2, AERZEN, ACEITE","FILTRO FLUIDOS, AERZEN, 162539/2, ACEITE",1 15 10 F2,2,EA,2,EE60,1000,"4,425.95",AVG-COST,"2,212.98",,REPUESTOS MECANICOS,0,"4,425.95"
1000164155,"ROTOR VENT., 660109D, VENTOMATIC, 882711","ROTOR VENTILADOR, VENTOMATIC 660109D, DIBUJO D 882711D/R, POSICION 08",1 13 06 D3,2,EA,2,EE60,1000,"18,216.19",AVG-COST,"9,108.10",,REPUESTOS MECANICOS,0,"18,216.19"
1000164162,"CODO, KQ2L06-03S, SMC, 3/8""","CODO TUBERIA, 3/8"", SMC KQ2L06-03S",1 14 14 B2,20,EA,20,EE60,1000,"1,630.00",AVG-COST,81.5,,REPUESTOS MECANICOS,0,"1,630.00"
1000166763,"SOPLADOR, GAGHDPA, SUTORBILT, 180 A 690","SOPLADOR AIRE, GARDNER DENVER MODELO GAGHDPA, MARCA SUTORBILT, 180 A 690 ICFM, 820 A 2040 RPM",Falta ubicación,1,EA,0,EE60,,"81,575.00",DAMAGED,0,O,MAQUINARIA Y EQUIPO,0,0
1000166832,"SOPLADOR, GAGHDPA, SUTORBILT, 180 A 690","SOPLADOR AIRE, GARDNER DENVER MODELO GAGHDPA, MARCA SUTORBILT, 180 A 690 ICFM, 820 A 2040 RPM",1 38 02 A3,1,EA,0,EE60,1000,"81,575.00",AVG-COST,"75,300.00",,MAQUINARIA Y EQUIPO,0,0
1000166833,"SOPLADOR, GAGHDPA, SUTORBILT, 180 A 690","SOPLADOR AIRE, GARDNER DENVER MODELO GAGHDPA, MARCA SUTORBILT, 180 A 690 ICFM, 820 A 2040 RPM",1 44 02 D2,1,EA,1,EE60,1006,"81,575.00",REFURBISH,"81,575.00",,MAQUINARIA Y EQUIPO,0,"81,575.00"
1000166834,"SOPLADOR, GAGHDPA, SUTORBILT, 180 A 690","SOPLADOR AIRE, GARDNER DENVER MODELO GAGHDPA, MARCA SUTORBILT, 180 A 690 ICFM, 820 A 2040 RPM",1 44 02 D2,1,EA,0,EE60,1009,"81,575.00",DAMAGED,0,,MAQUINARIA Y EQUIPO,0,0
1000166835,"REDUCTOR, KZO200, FLENDER, 30 KW, 28.257","REDUCTOR, FLENDER, MODELO KZO200, 30 KW, 1800/63.7 RPM, RELACION 28.257",1 38 06 C1,1,EA,1,EE60,1006,"21,414.00",REFURBISH,"21,414.00",,MAQUINARIA Y EQUIPO,0,"21,414.00"
1000166836,"VALVULA CPTA., 5206-F, WALWORTH, 4"", BRI","VALVULA COMPUERTA, WALWORTH DIBUJO 5206-F, DIAMETRO 4"", ACERO AL CARBON FUNDIDO, CONEXION BRIDADA, POSICION VASTAGO ASCENDENTE, R",1 10 05 H1,0,EA,0,EE60,1000,0,AVG-COST,"8,700.00",,REPUESTOS MECANICOS,0,0
1000166837,"PERNO AJUSTE, 3.119294, FLSMIDTH","PERNO DE AJUSTE, FLSMIDTH 3.119294",1 25 01 D1,12,EA,12,EE60,1005,0,RECOVERED,0,,REPUESTOS MECANICOS,0,0
1000166841,"ACEITE LUB., SHC 626, MOBIL, ISO 68, SIN","ACEITE LUBRICANTE, EXXONMOBIL MOBIL SHC 626, TIPO SINTETICO, VISCOSIDAD cSt @ 40°C 69.9, VISCOSIDAD GRADO ISO 68, TAMBOR 208.2 LT",ALM LUB,208.2,L,208.2,EE60,1000,"80,194.58",AVG-COST,385.18,,"GRASAS, ACEITES Y LUBRICANTES",0,"80,194.58"
1000167273,ACEITE HIDRAULICO DTE OIL 26 (208 LT),"ACEITE HIDRAULICO, EXXONMOBIL DTE OIL 26; SHELL MARCA TELLUS 68, VISCOSIDAD cSt @ 40°C 68, VISCOSIDAD GRADO ISO 68, TAMBOR 208 LT/",4 49 01 A1,208,L,208,EE60,1000,"9,796.80",AVG-COST,47.1,,"GRASAS, ACEITES Y LUBRICANTES","1,248.00","9,796.80"
1000167340,ACEITE HIDRAULICO DTE OIL 26 (208 LT),"ACEITE HIDRAULICO, EXXONMOBIL DTE OIL 26; SHELL MARCA TELLUS 68, VISCOSIDAD cSt @ 40°C 68, VISCOSIDAD GRADO ISO 68, TAMBOR 208 LT/",4 49 01 A1,208,L,0,EE60,1000,"9,796.80",AVG-COST,57.1,K,"GRASAS, ACEITES Y LUBRICANTES","1,248.00",0
1000167708,"ACEITE LUB., DTE HEAVY MEDIUM, MOBIL, MI","ACEITE LUBRICANTE, TEXACO MARCA REGAL OIL R 868; EXXONMOBIL 98K610, TIPO MINERAL, VISCOSIDAD cSt @ 40°C 64.6, VISCOSIDAD GRADO SA",4 49 03 B1,"1,248.00",L,"1,248.00",EE60,1000,"64,459.20",AVG-COST,51.65,,"GRASAS, ACEITES Y LUBRICANTES",208,"64,459.20"
1000167840,"ACEITE LUB., DTE HEAVY MEDIUM, MOBIL, MI","ACEITE LUBRICANTE, TEXACO MARCA REGAL OIL R 868; EXXONMOBIL 98K610, TIPO MINERAL, VISCOSIDAD cSt @ 40°C 64.6, VISCOSIDAD GRADO SA",4 49 03 B1,"1,248.00",L,0,EE60,1000,"64,459.20",AVG-COST,52.55,K,"GRASAS, ACEITES Y LUBRICANTES",208,0
1000168208,"ACEITE LUB., SHC 630, MOBIL, ISO 220, SI","ACEITE LUBRICANTE, EXXONMOBIL MOBIL SHC 630, TIPO SINTETICO, VISCOSIDAD cSt @ 40°C 217.7, VISCOSIDAD GRADO ISO 220, CUBETA 19 LT",4 49 02 A1,114,L,0,EE60,1000,"41,635.08",AVG-COST,365.22,K,"GRASAS, ACEITES Y LUBRICANTES",57,0
1000168257,"ACEITE LUB., SHC 630, MOBIL, ISO 220, SI","ACEITE LUBRICANTE, EXXONMOBIL MOBIL SHC 630, TIPO SINTETICO, VISCOSIDAD cSt @ 40°C 217.7, VISCOSIDAD GRADO ISO 220, CUBETA 19 LT",4 49 02 A1,114,L,114,EE60,1000,"41,635.08",AVG-COST,365.22,,"GRASAS, ACEITES Y LUBRICANTES",57,"41,635.08"
1000168306,"ACEITE LUB., SHC 632, MOBIL, ISO 320, SI","ACEITE LUBRICANTE, EXXONMOBIL MOBIL SHC 632, TIPO SINTETICO, VISCOSIDAD cSt @ 40°C 325.8, VISCOSIDAD GRADO SAE 140, VISCOSIDAD GR",4 49 04 A2,416,L,416,EE60,1000,"127,391.68",AVG-COST,306.23,,"GRASAS, ACEITES Y LUBRICANTES",0,"127,391.68"
1000168309,"ACEITE LUB., SHC 632, MOBIL, ISO 320, SI","ACEITE LUBRICANTE, EXXONMOBIL MOBIL SHC 632, TIPO SINTETICO, VISCOSIDAD cSt @ 40°C 325.8, VISCOSIDAD GRADO SAE 140, VISCOSIDAD GR",4 49 04 A2,416,L,0,EE60,1000,"127,391.68",AVG-COST,275.61,K,"GRASAS, ACEITES Y LUBRICANTES",0,0
1000168389,"ACEITE LUB., SHC 634, MOBIL, ISO 460, SI","ACEITE LUBRICANTE, EXXONMOBIL MOBIL SHC 634, TIPO SINTETICO, VISCOSIDAD cSt @ 40°C 430, VISCOSIDAD GRADO ISO 460, TAMBOR 208.2 LT",1 PT 4 B12,832,L,0,EE60,1000,"171,980.64",AVG-COST,312.41,,"GRASAS, ACEITES Y LUBRICANTES",608,0
1000168463,"ACEITE LUB., SHC 634, MOBIL, ISO 460, SI","ACEITE LUBRICANTE, EXXONMOBIL MOBIL SHC 634, TIPO SINTETICO, VISCOSIDAD cSt @ 40°C 430, VISCOSIDAD GRADO ISO 460, TAMBOR 208.2 LT",1 PT 4 B12,832,L,624,EE60,1000,"171,980.64",AVG-COST,275.61,K,"GRASAS, ACEITES Y LUBRICANTES",608,"171,980.64"
1000168567,"ACEITE LUB., SHC 634, MOBIL, ISO 460, SI","ACEITE LUBRICANTE, EXXONMOBIL MOBIL SHC 634, TIPO SINTETICO, VISCOSIDAD cSt @ 40°C 430, VISCOSIDAD GRADO ISO 460, TAMBOR 208.2 LT",1 05 13 A2,832,L,208,EE60,1005,"171,980.64",RECOVERED,0,,"GRASAS, ACEITES Y LUBRICANTES",608,0
1000168678,"ACEITE LUB., SHC 634, MOBIL, ISO 460, SI","ACEITE LUBRICANTE, EXXONMOBIL MOBIL SHC 634, TIPO SINTETICO, VISCOSIDAD cSt @ 40°C 436.4, VISCOSIDAD GRADO ISO 460, CUBETA 19 LT",4 49 03 A2,285,L,285,EE60,1000,"88,008.00",AVG-COST,308.8,K,"GRASAS, ACEITES Y LUBRICANTES",494,"88,008.00"
1000168708,"ACEITE LUB., MOBIL SHC 639, MOBIL, ISO 1","ACEITE LUBRICANTE, TEXACO MARCA PINNACLE SINTETICO 1000, TIPO SINTETICO, VISCOSIDAD cSt @ 40°C 933, VISCOSIDAD GRADO ISO 1000, TA",ALM ACEITE,416,L,416,EE60,1000,"127,391.68",AVG-COST,306.23,,"GRASAS, ACEITES Y LUBRICANTES",208,"127,391.68"
1000168782,"ACEITE LUB., MOBIL SHC 639, MOBIL, ISO 1","ACEITE LUBRICANTE, TEXACO MARCA PINNACLE SINTETICO 1000, TIPO SINTETICO, VISCOSIDAD cSt @ 40°C 933, VISCOSIDAD GRADO ISO 1000, TA",ALM ACEITE,416,L,0,EE60,1000,"127,391.68",AVG-COST,275.61,K,"GRASAS, ACEITES Y LUBRICANTES",208,0
1000168783,"ACEITE TERMICO, MOBILTHERM 603, MOBIL, 2","ACEITE TERMICO, TEXACO MARCA TEXATHERM 46, VISCOSIDAD cSt @ 40°C 20.2, TAMBOR 208 LT / 55 GL, EXXONMOBIL MOBILTHERM 603",4 49 03 B2,"4,784.00",L,"4,784.00",EE60,1000,"207,952.91",AVG-COST,43.47,,"GRASAS, ACEITES Y LUBRICANTES",832,"207,952.91"
1000168784,"GRASA MIN., MOBILGREASE XHP 222, MOBIL","GRASA MINERAL, EXXONMOBIL MOBILGREASE XHP 222, MINERAL, PENETRACION @ 25 °C 265/295, VISCOSIDAD cSt @ 40 °C 220, CUBETA 16 KG / 3",4 49 02 A1,48,KG,0,EE60,1000,"5,716.80",AVG-COST,119.1,,"GRASAS, ACEITES Y LUBRICANTES",266,0
1000169391,"GRASA MIN., MOBILGREASE XHP 222, MOBIL","GRASA MINERAL, EXXONMOBIL MOBILGREASE XHP 222, MINERAL, PENETRACION @ 25 °C 265/295, VISCOSIDAD cSt @ 40 °C 220, CUBETA 16 KG / 3",4 49 02 A1,48,KG,48,EE60,1000,"5,716.80",AVG-COST,119.1,K,"GRASAS, ACEITES Y LUBRICANTES",266,"5,716.80"
1000169508,"ACEITE LUB., 600 W SUPER CYLINDER, MOBIL","ACEITE LUBRICANTE, TEXACO MARCA VANGUARD 460, TIPO MINERAL, VISCOSIDAD cSt @ 40°C 465, VISCOSIDAD GRADO ISO 460, TAMBOR 208.2 LT 5",4 49 04 C1,"1,360.00",L,944,EE60,1000,"109,661.47",AVG-COST,83.22,,"GRASAS, ACEITES Y LUBRICANTES","1,040.00","78,561.31"
1000169553,"ACEITE LUB., 600 W SUPER CYLINDER, MOBIL","ACEITE LUBRICANTE, TEXACO MARCA VANGUARD 460, TIPO MINERAL, VISCOSIDAD cSt @ 40°C 465, VISCOSIDAD GRADO ISO 460, TAMBOR 208.2 LT 5",4 49 04 C1,"1,360.00",L,416,EE60,1000,"109,661.47",AVG-COST,74.76,K,"GRASAS, ACEITES Y LUBRICANTES","1,040.00","31,100.16"
1000169554,"GRASA MINER., EXXONMOBIL XHP 222,MINERAL","GRASA MINERAL, EXXONMOBIL XHP 222, MINERAL, TAMBOR 180 KG / 396.8 LB,  PENETRACION @ 25 °C 265/295, VISCOSIDAD cSt @ 40 °C 220",ALMACÉN AC,"1,048.00",KG,"1,048.00",EE60,1000,"136,335.69",AVG-COST,130.09,,"GRASAS, ACEITES Y LUBRICANTES",180,"136,335.69"
1000169555,"GRASA MINER., EXXONMOBIL XHP 222,MINERAL","GRASA MINERAL, EXXONMOBIL XHP 222, MINERAL, TAMBOR 180 KG / 396.8 LB,  PENETRACION @ 25 °C 265/295, VISCOSIDAD cSt @ 40 °C 220",ALMACÉN AC,"1,048.00",KG,0,EE60,1000,"136,335.69",AVG-COST,100.02,K,"GRASAS, ACEITES Y LUBRICANTES",180,0
1000169557,"GRASA SIN., MOBILITH SHC 220, MOBIL, 16","GRASA MINERAL, EXXONMOBIL MOBILITH SHC 220, SINTETICA, PENETRACION @ 25 °C 280, VISCOSIDAD cSt @ 40 °C 220, CUBETA 16 KG / 35 LB",30201A01,93,KG,93,EE60,1000,"28,190.16",AVG-COST,303.12,,"GRASAS, ACEITES Y LUBRICANTES",32,"28,190.16"
1000169562,"GRASA SIN., MOBILITH SHC 220, MOBIL, 16","GRASA MINERAL, EXXONMOBIL MOBILITH SHC 220, SINTETICA, PENETRACION @ 25 °C 280, VISCOSIDAD cSt @ 40 °C 220, CUBETA 16 KG / 35 LB",30201A01,93,KG,0,EE60,1000,"28,190.16",AVG-COST,272.81,K,"GRASAS, ACEITES Y LUBRICANTES",32,0
1000169583,"GRASA SINTET.,MOBILITH SHC 460,MOBIL,16","GRASA SINTETICA, EXXONMOBIL MOBILITH SHC 460, INDUSTRIAL, PENETRACION @ 25 °C 305, CUBETA 16 KG / 35 LB",ALM LUB,32,KG,32,EE60,1000,"9,699.84",AVG-COST,303.12,,"GRASAS, ACEITES Y LUBRICANTES",0,"9,699.84"
1000169664,"GRASA SINTET.,MOBILITH SHC 460,MOBIL,16","GRASA SINTETICA, EXXONMOBIL MOBILITH SHC 460, INDUSTRIAL, PENETRACION @ 25 °C 305, CUBETA 16 KG / 35 LB",ALM LUB,32,KG,0,EE60,1000,"9,699.84",AVG-COST,272.81,K,"GRASAS, ACEITES Y LUBRICANTES",0,0
1000169672,"GRASA MINER., MOBILUX EP-2, MOBIL,180 KG","GRASA MINERAL, TEXACO MARCA MULTIFAK EP 2; SHELL MARCA ALVANIA EP 2; TEXACO MARCA MULTIFAK EP 2M, MINERAL-LITIO, PENETRACION @ 25",ALM ACEITE,180,KG,180,EE60,1005,0,RECOVERED,0,,"GRASAS, ACEITES Y LUBRICANTES",900,0
1000169768,"GRASA MINER., MOBILUX EP-2, MOBIL,180 KG","GRASA MINERAL, TEXACO MARCA MULTIFAK EP 2; SHELL MARCA ALVANIA EP 2; TEXACO MARCA MULTIFAK EP 2M, MINERAL-LITIO, PENETRACION @ 25",ALM ACEITE,180,KG,0,EE60,1000,0,AVG-COST,75.81,K,"GRASAS, ACEITES Y LUBRICANTES",900,0
1000169844,"GRASA MINER., MOBILUX EP-2, MOBIL,180 KG","GRASA MINERAL, TEXACO MARCA MULTIFAK EP 2; SHELL MARCA ALVANIA EP 2; TEXACO MARCA MULTIFAK EP 2M, MINERAL-LITIO, PENETRACION @ 25",ALM ACEITE,180,KG,0,EE60,1000,0,AVG-COST,75.81,,"GRASAS, ACEITES Y LUBRICANTES",900,0
1000169855,"GRASA MINER.,MOBILITH SHC 100,MOBIL,16KG","GRASA MINERAL, EXXONMOBIL MOBILITH SHC 100, MINERAL, PENETRACION @ 25 °C 280, VISCOSIDAD cSt @ 40 °C 100, CUBETA 16 KG / 35 LB",4 49 02 A1,48,KG,0,EE60,1000,"14,549.76",AVG-COST,303.12,,"GRASAS, ACEITES Y LUBRICANTES",48,0
1000169969,"GRASA MINER.,MOBILITH SHC 100,MOBIL,16KG","GRASA MINERAL, EXXONMOBIL MOBILITH SHC 100, MINERAL, PENETRACION @ 25 °C 280, VISCOSIDAD cSt @ 40 °C 100, CUBETA 16 KG / 35 LB",4 49 02 A1,48,KG,48,EE60,1000,"14,549.76",AVG-COST,303.12,K,"GRASAS, ACEITES Y LUBRICANTES",48,"14,549.76"
1000169973,"GRASA MINER.,MOBILITH SHC 100,MOBIL,16KG","GRASA MINERAL, EXXONMOBIL MOBILITH SHC 100, MINERAL, PENETRACION @ 25 °C 280, VISCOSIDAD cSt @ 40 °C 100, CUBETA 16 KG / 35 LB",4 49 02 A1,48,KG,0,EE60,1005,"14,549.76",RECOVERED,0,,"GRASAS, ACEITES Y LUBRICANTES",48,0
1000169983,"FUSIBLE, JKS-450, LIMITRON, 600 VAC","FUSIBLE SOBRECARGA, 450, LIMITRON JKS-450, 600 VAC, CLASE JKS",1 13 13 F1,0,EA,0,EE60,1000,0,AVG-COST,"2,597.13",,REPUESTOS ELECTRICOS Y ELECTRO,0,0
1000169994,"INTERRUPTOR, HMCP250W5, C.HAMMER, 250 A","INTERRUPTOR ELECTRICO, CUTLER HAMMER HMCP250W5, 250 A, 600 V, POLOS 3, TIPO TERMOMAGNETICO",1 11 06 B2,1,EA,1,EE60,1000,"28,871.00",AVG-COST,"28,871.00",,REPUESTOS ELECTRICOS Y ELECTRO,0,"28,871.00"
1000170032,"BOLA,FUNDIDA,40MM,%CR23-28,HRC>60","BOLA,FUNDIDA,40MM,%CR23-28,HRC>60",Falta ubicación,0,TO,0,EE60,1000,0,AVG-COST,"29,722.91",,ELEMENTOS MOLEDORES,0,0
1000170033,"INTERRUPTOR, THQL-2120, G.E., 20, 120/24","INTERRUPTOR ELECTRICO, GENERAL ELECTRIC THQL-2120, 20, 120/240 VAC, POLOS 2 POLOS, TIPO TERMOMAGNETICO",1 11 01 C3,4,EA,4,EE60,1000,"1,943.34",AVG-COST,485.84,,REPUESTOS ELECTRICOS Y ELECTRO,0,"1,943.34"
1000170035,"BALATA MOLINO, 102330, GUMMI","BALATA EMBRAGUE MOLINO, GUMMI 102330",1 43 01 C2,0,EA,0,EE60,1000,0,AVG-COST,"1,675.91",,REPUESTOS MECANICOS,0,0
1000170046,"ANILLO RET., 1.086015, FLSMIDTH","ANILLO RETENCION, FLSMIDTH, MATERIAL 1.086015",1 20 01 D4,1,EA,1,EE60,1000,"58,551.36",AVG-COST,"58,551.36",,REPUESTOS MECANICOS,0,"58,551.36"
1000170186,"ESLABON, CEMEX MEXICO YAQUI  IP-385-12-0","ESLABON, CEMEX MEXICO YAQUI DIBUJO IP-385-12-01-203, (PORTA PALETAS)",1 28 03 D1,83,EA,83,EE60,1000,"134,239.96",AVG-COST,"1,617.35",,REPUESTOS MECANICOS,57,"134,239.96"
